issue_id,page_id,section,category,severity,finding_type,finding,evidence,model_consequence,recommendation,downstream_pages,decision_required,decision_id,correction_batch,status,opened_on,resolution,validation_evidence,closed_on
ISS-0092,INST-002,Mobilisation Boundary,technical_correctness,major,new_finding,"The seven-day ORBIT mobilisation input is used as combined mobilisation and demobilisation time.","ORBIT defines mobilization_days as days required to mobilise the vessel to site. INST-002 labels t_mob as fixed mobilisation and demobilisation and assigns it seven days.","A separately chargeable demobilisation can be omitted and both campaign cost and schedule are understated.","Represent mobilisation and demobilisation separately or adopt an evidenced combined term with an explicit commercial and voyage boundary.","METH-002; METH-003",true,DEC-0018,,needs_decision,2026-08-21,,,
ISS-0093,INST-002,Vessel Rate Boundary,cost_input,blocker,new_finding,"The provisional 400000 USD2024/day WTIV rate is not matched to the page's self-shuttling no-feeder campaign configuration or a complete-spread commercial boundary.","The cited ORBIT introduction is a hypothetical example configured with two feeder vessels. The page excludes feeder logistics and uses the WTIV rate for self-shuttling foundation and turbine campaigns while payload SWL and inclusion scope remain unresolved.","Installation cost can omit support vessels or pair productivity and logistics constraints with a rate from a different execution concept.","Adopt one physically and commercially coherent campaign configuration per spread and document vessel support craft crew fuel overhead mobilisation standby and port inclusions before using the rate.","METH-002; METH-003; METH-005",true,DEC-0018,,needs_decision,2026-08-21,,,
ISS-0094,INST-002,Payload Feasibility,technical_correctness,major,new_finding,"A payload result of zero sets per load reaches ceil(N/k) and causes division by zero instead of an infeasible campaign state.","k_payload is floor(M_use/m_set) and k is its minimum with the reference limit; no assertion requires k at least one before N_load=ceil(N/k).","An undersized vessel produces an implementation failure or undefined result rather than a transparent class-change requirement.","Assert positive inputs and return infeasible whenever k_payload or the adopted k is below one before calculating loads.","METH-005",false,,,open,2026-08-21,,,
ISS-0095,INST-002,Excluded Installation Scope,cost_boundary,major,cross_page_gap,"Scour port infrastructure feeder logistics ordinary mitigation commissioning and exceptional foundation work are excluded without a complete downstream owner or aggregate exceptional-cost interface.","The page correctly says excluded activities are not zero but supplies no cost term output contract or owner for several scopes; METH-002 already identifies lifecycle categories without owners and TURB-003 has no scour quantity.","Total installed CAPEX can omit material project scopes or corrections may later double count them.","Create an exclusion/ownership ledger and explicit exceptional-scope output with quantity rate or unresolved status for every excluded activity.","TURB-003; METH-002; METH-003",false,,,open,2026-08-21,,,
ISS-0096,INST-003,Length Conservation,technical_correctness,major,new_finding,"Lay production time uses horizontal route pass-km and omits slack and vertical product that are included in physical supply length and vessel loading.","L_physical=N_parallel L_route(1+s)+L_vert but the one-pass equation uses N_parallel L_route and T_route_lay divides that pass length by lay rate. No other task installs the omitted physical length.","Installation duration and cost do not conserve the supplied physical inventory and are understated when slack or vertical allowances are material.","Define whether productivity is product advance or horizontal route advance and include every installed length in production or a separate evidenced handling term; assert physical-length conservation.","ELEC-002; ELEC-004; H2I-002; H2I-004",true,DEC-0019,,needs_decision,2026-08-21,,,
ISS-0097,INST-003,Lay Transit,technical_correctness,major,new_finding,"The lay duration includes initial outbound transit and reload round trips but no final site-to-port transit.","T_site_transit is explicitly initial offshore transit; T_port_return contains only reload round trips; T_demob is a separate unresolved fixed term and is not defined to include the final voyage.","Every mobilised lay campaign is short by one return voyage unless a later input silently absorbs it.","Add final return transit per campaign or explicitly define and evidence a demobilisation term that includes it; keep voyage and commercial boundaries visible.","METH-002; METH-003",true,DEC-0019,,needs_decision,2026-08-21,,,
ISS-0098,INST-003,Lay Spread Rate,cost_input,blocker,new_finding,"The ORBIT cable-vessel operating rate does not demonstrate the complete all-in lay-spread inclusions required by the cost boundary.","The page assumes the normalized vessel proxy includes fuel routine workboats tugs and contractor overhead while acknowledging that the source file establishes only an operating vessel with crew.","Cable installation CAPEX can be materially understated and cannot be reconciled to contractor or project benchmarks.","Retain the value as a vessel-only screening proxy or adopt a bounded complete-spread rate with explicit inclusions exclusions standby mobilisation and price basis.","ELEC-002; ELEC-004; METH-002; METH-003",true,DEC-0019,,needs_decision,2026-08-21,,,
ISS-0099,INST-003,Complete Campaign Inputs,implementation_readiness,blocker,new_finding,"Burial and survey productivity and rates demobilisation weather port routing exceptional quantities and complete cable/TCP campaign definitions are unresolved.","The page explicitly withholds total CAPEX and lists each missing term; the only numerical cost proxy is the unverified cable lay-vessel rate and TCP also lacks product task and vessel qualification.","Neither cable nor TCP installation produces the installed-cost output required by total CAPEX and architecture comparison.","Select subclass installation methods and obtain matching campaign scopes task/productivity inputs weather treatment complete spread rates and exceptional-work records; preserve not-parameterized states until then.","ELEC-002; ELEC-004; H2I-002; H2I-004; METH-002; METH-005",true,DEC-0019,,needs_decision,2026-08-21,,,
ISS-0100,INST-003,Candidate Selection,model_fidelity,moderate,new_finding,"The vessel selector minimizes lay-spread cost only and is not sufficient when candidate methods integrate burial or change survey/support scope.","The argmin contains only lay rate times lay time plus lay fixed cost while the page separately allows integrated lay-and-bury configurations.","A lower lay cost can select a higher total installation-cost method or compare candidates with non-equivalent boundaries.","Apply the lay-only selector only to separated equivalent-scope campaigns; compare integrated alternatives on total non-overlapping installation cost and qualification.","METH-005",true,DEC-0019,,needs_decision,2026-08-21,,,
ISS-0101,INST-004,Physical Installation Inventory,implementation_readiness,blocker,cross_page_gap,"Platform installation lacks jacket pile and topside module records and does not screen pile lifting handling or transport feasibility.","PLAT-001 emits no structural or lift inventory. INST-004 checks only jacket mass and the largest topside module although the piled-jacket campaign explicitly installs piles.","The selected foundation/topside class can be physically infeasible and campaign counts durations and transport needs cannot be derived.","Return jacket pile and module counts masses dimensions and lift records from PLAT-001 and screen the governing item for each selected campaign concept.","PLAT-001; ARCH-003; ELEC-003; H2I-003",true,DEC-0020,,needs_decision,2026-08-21,,,
ISS-0102,INST-004,Commercial Campaign Inputs,cost_input,blocker,new_finding,"All three complete-spread rates mobilisation cost jacket/topside logistics and hook-up duration required for platform installation CAPEX are unresolved.","The page adopts no public or project rates and its only numerical durations are net placement anchors.","No platform/substation installation CAPEX can be calculated for any architecture.","Select an evidenced reference execution concept and obtain normalized non-overlapping rates mobilisation logistics hook-up and exceptional-work inputs for that concept.","PLAT-001; METH-002; METH-003; METH-005",true,DEC-0020,,needs_decision,2026-08-21,,,
ISS-0103,INST-004,Topside Duration Basis,reference_evidence,major,new_finding,"A CVOW duration stated per complete topside is applied as 2.5 days for every arbitrary topside-module lift.","The source says each offshore-substation topside takes approximately 2.5 net days to install; it does not provide 2.5 days per module or a split-topside scaling rule.","Changing module count creates an unsupported linear duration and cost step and can bias comparison between lift concepts.","Use the anchor per complete comparable topside or adopt module-specific placement mating and hook-up task evidence for split-topside concepts.","PLAT-001; METH-005",true,DEC-0020,,needs_decision,2026-08-21,,,
ISS-0104,INST-004,Commissioning Boundary,cost_boundary,blocker,new_finding,"Platform hook-up and commissioning are not reconciled with cable pull-in termination and final connection owned by INST-003.","The cited CVOW 60-day total covers complete construction installation and commissioning of three topsides and describes final array/export cable connection; INST-004 excludes cable installation pull-in and termination to INST-003.","Using the project total can double count cable-interface vessel time while omitting it leaves the commissioning duration unsupported.","Define a common interface event ledger and reconcile net placement logistics hook-up testing and cable connection exactly once before adopting an aggregate campaign anchor or rate.","INST-003; ELEC-002; ELEC-004; PLAT-001",true,DEC-0020,,needs_decision,2026-08-21,,,
ISS-0105,METH-001,Section Navigation,site_structure,moderate,new_finding,"The methodology overview describes six child pages but provides no direct links to them.","The sidebar contains all six pages but methodology/overview.qmd contains no QMD link and a reader entering through the Home page must return to sidebar navigation.","The section gateway does not provide the intended reader path from shared boundary and finance conventions through workflow optimization and annualization.","Link the six methodology pages in dependency order while retaining the overview's current concise scope statement.","METH-002; METH-003; METH-004; METH-005; METH-006",false,,COR-01B,closed,2026-08-21,"Added direct dependency-ordered links from the methodology overview to all five detailed methodology pages and aligned the overview to the deterministic contract.","review/correction-validation/COR-01B.md: source link checks and full render passed.",2026-08-21
ISS-0106,REF-001,Active Evidence Set,reference_evidence,major,new_finding,"The published bibliography conflates actively cited evidence uncited background records and unfinished placeholders.","references.qmd uses nocite @* so all 128 entries render although only 88 keys are cited by content pages and five records explicitly remain incomplete. The separate background and source-type lists do not map records to model use.","Readers cannot distinguish adopted evidence from context validation-only material or unresolved records and may treat placeholders as support for model inputs.","Define evidence classes and publish active model use for each adopted source; separate or clearly label background validation rejected and unresolved records instead of presenting one undifferentiated bibliography.","All quantitative pages; ABOUT-001",true,DEC-0022,COR-01A,closed,2026-08-21,"Added one controlled access class and one model-use class to every bibliography record and published per-record status badges plus definitions and totals.","review/correction-validation/COR-01A.md: 128/128 records classified; generated evidence map and rendered bibliography contain 128 records; full site render passed.",2026-08-21
ISS-0107,REF-001,Source Metadata Governance,reference_evidence,major,new_finding,"Source metadata and source-to-input model-use records are incomplete and inconsistent.","Five records explicitly require completion; 36 entries have no year/date and 29 URL entries have no access date. The page promises version year currency confidentiality and model-use notes but does not enforce or display them consistently.","Evidence cannot be maintained or independently rechecked reliably and cost inputs can lose price/scope provenance even when citation keys resolve.","Adopt required metadata by evidence type including exact source location model use access status version/date and cost basis; validate the active set automatically and preserve explicit unresolved status where data cannot be published.","All quantitative pages; review/model-input-register.csv",true,DEC-0022,COR-01A,open,2026-08-21,"COR-01A added enforced access/use classes, but exact dates, access dates, source locations and cost-basis/model-input mappings remain incomplete. Five records are explicitly access-unresolved.","review/correction-validation/COR-01A.md records the passing class validation and residual metadata gap; issue remains open.",
ISS-0108,ABOUT-001,Reproducibility Statement,cross_page_consistency,major,new_finding,"The About page overstates independent reproducibility of confidential inputs and understates the site's public evidence base.","The site actively cites 88 bibliography keys beyond the working Word documents while several reviewed models including the confidential TCP cost relation cannot be reconstructed without unavailable coefficients raw points or controlled files.","A reader can mistake controlled-internal reproducibility for public independent reproduction and misunderstand which results are auditable.","State separate public and controlled-internal reproducibility levels link the evidence policy and describe the current model as incomplete where material confidential or unresolved inputs block independent results.","REF-001; H2I-004; H2P-003; H2P-004",true,DEC-0022,COR-01A,closed,2026-08-21,"Rewrote About to distinguish public from controlled-internal reproducibility, state current development readiness, disclose confidential-evidence limits and link the evidence catalog.","review/correction-validation/COR-01A.md: source checks and full site render passed.",2026-08-21
ISS-0109,ABOUT-001,Published Model Status,site_structure,moderate,new_finding,"The sidebar completion percentages are undefined and conflict materially with calculation readiness and open findings.","Fourteen blocked pages display completion of 80 percent or more and ARCH-003 and ARCH-004 display 100 percent despite blockers. The progress script labels the values percent complete and no published legend distinguishes editorial completion from model readiness.","Readers can interpret polished prose as an executable validated model and may rely on blocked calculations or architecture claims.","Define completion semantics and publish model readiness/evidence status separately or replace the percentage with controlled statuses linked to unresolved inputs and validation.","All pages; HOME-001; METH-001",true,DEC-0021,COR-01A,closed,2026-08-21,"Replaced published completion percentages with controlled model-readiness badges sourced from QMD front matter; sections inherit the least-ready calculation child and About publishes the legend.","review/correction-validation/COR-01A.md: 41/41 QMD statuses match the page register; generated map and all 41 rendered pages include the readiness helper; full site render passed.",2026-08-21
